file_path,start_time,end_time,spinup,true_start_time,mp,bl,station,sip
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-30_SIP_HAC.nc,2024-11-30 00:00:00,2024-12-03 00:00:00,24,2024-12-01 00:00:00,10,5,HAC,1
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-30_CONTROL_NPRK.nc,2024-11-30 00:00:00,2024-12-03 00:00:00,24,2024-12-01 00:00:00,10,5,NPRK,0
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-30_CONTROL_SPRK.nc,2024-11-30 00:00:00,2024-12-03 00:00:00,24,2024-12-01 00:00:00,10,5,SPRK,0
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-30_SIP_NPRK.nc,2024-11-30 00:00:00,2024-12-03 00:00:00,24,2024-12-01 00:00:00,10,5,NPRK,1
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-30_CONTROL_HAC.nc,2024-11-30 00:00:00,2024-12-03 00:00:00,24,2024-12-01 00:00:00,10,5,HAC,0
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-11-30_SIP_SPRK.nc,2024-11-30 00:00:00,2024-12-03 00:00:00,24,2024-12-01 00:00:00,10,5,SPRK,1
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-12-03_CONTROL_HAC.nc,2024-12-03 18:00:00,2024-12-06 18:00:00,24,2024-12-04 18:00:00,10,5,HAC,0
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-12-03_CONTROL_SPRK.nc,2024-12-03 18:00:00,2024-12-06 18:00:00,24,2024-12-04 18:00:00,10,5,SPRK,0
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-12-03_SIP_NPRK.nc,2024-12-03 18:00:00,2024-12-06 18:00:00,24,2024-12-04 18:00:00,10,5,NPRK,1
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-12-03_SIP_SPRK.nc,2024-12-03 18:00:00,2024-12-06 18:00:00,24,2024-12-04 18:00:00,10,5,SPRK,1
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-12-03_SIP_HAC.nc,2024-12-03 18:00:00,2024-12-06 18:00:00,24,2024-12-04 18:00:00,10,5,HAC,1
/home/waseem/CHOPIN_analysis/data/wrfout/wrfout_CHPN_d03_2024-12-03_CONTROL_NPRK.nc,2024-12-03 18:00:00,2024-12-06 18:00:00,24,2024-12-04 18:00:00,10,5,NPRK,0
